type,sendTime,sender,senderPseudo,messageID,class,posx,posy,posz,spdx,spdy,spdz,aclx,acly,aclz,hedx,hedy,hedz,label
4,31292.08302902826,30435,10304353,87372743,10,109.97014793975043,891.2700439738162,0.0,2.8065780975e-05,2.8065780975e-05,0.0,1.2767814883e-05,1.2767814883e-05,0.0,0.999994100295738,-0.003435021647168,0.0,1
4,75654.88551096548,136755,101367557,440404725,14,53.17069842241784,1407.136782262348,0.0,9.340936390775225,13.916982060008458,0.0,0.3327463939048,1.7724902408227372,0.0,0.7960197474223321,0.8801797638093001,0.0,1
4,37226.356622446096,47661,10476613,147840891,0,514.2108695753666,431.4228306414974,0.0,-1.9000752049918672,1.026317993937441,0.0,-2.07019845699418,1.118300022360909,0.0,-0.8798516907589671,0.475248358512248,0.0,0
4,68475.08086669305,116811,101168116,370907499,13,201.81039448032485,558.5811017203423,0.0,8.2116523525e-05,8.2116523525e-05,0.0,5.3523879019000006e-05,5.3523879019000006e-05,0.0,0.011209151259314,-0.999937175490563,0.0,1
4,77621.86927855946,139155,101391557,444565792,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4,47374.29161652526,64917,10649174,192994699,0,836.6932016317822,610.2962600485189,0.0,11.262325499360172,-4.937304289965097,0.0,0.048969501446473,-0.021396590146939,0.0,0.9152607811843412,-0.402861890014219,0.0,0
4,33803.607702770736,39555,10395553,123849480,10,1197.1299843746478,1476.6537375986798,0.0,19.745906021457355,22.047193543592183,0.0,0.216349636035372,0.7261583242803531,0.0,0.148536878254622,-0.349720300915507,0.0,1
4,33180.3680582759,37629,10376293,117101994,0,873.9478635918575,824.3556930089452,0.0,8.273341267245371,15.389446357970034,0.0,0.209170709788767,0.388971146508775,0.0,0.5177670727685001,0.8555216293915301,0.0,0
4,61854.243282348616,92241,10922416,273218455,0,189.80098530632304,638.436328803173,0.0,1.894384736107192,-12.598255221874355,0.0,0.067244284353738,-0.447189244816504,0.0,0.018839627615724,-0.9998225184658032,0.0,0
4,70368.44332628371,124107,101241077,402688787,0,229.58808950967904,393.18036634598,0.0,-3.954241122669207,-4.6854187977866495,0.0,-1.309057696060102,-1.551074910931586,0.0,-0.8041644669369231,-0.5944068557108451,0.0,0
4,79801.27600436937,141393,101413937,448433758,10,1247.5138110004827,976.6560651748958,0.0,-13.684694588786584,1.158575179381145,0.0,-0.587114652602687,0.049726371186742,0.0,-0.985355725180024,0.170511274861657,0.0,1
4,45409.82436862238,59931,10599314,177773586,9,269.8878812423184,37.42997504358091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.098546575955254,0.99513243961168,0.0,1
4,34627.95075179241,41751,10417513,130968692,14,527.1694416489305,1242.6380842710166,0.0,36.67676553493755,5.680502582742234,0.0,1.549925297504825,0.9242949680432452,0.0,-0.538806530579476,-0.936118223453901,0.0,1
4,32782.37564525637,36345,10363453,110658451,0,141.96976317505403,1048.2661552760967,0.0,0.8842059902291991,-11.923648024558489,0.0,-0.03226929207829,0.436951473967763,0.0,0.01546964869879,-0.999880337825049,0.0,0
4,72799.25191151281,132315,101323157,430003095,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4,62660.58073632233,94905,10949056,282284886,0,229.1269844674117,287.27555342035413,0.0,-2.049455173861672,13.630916092850354,0.0,-0.15139671925593,1.0071900560421,0.0,-0.012262324233687,0.999924814875792,0.0,0
4,42123.65373809077,54759,10547594,164167181,0,153.1861823813053,901.01816568677,0.0,0.343404485274302,-4.630796906467547,0.0,0.154107699426283,-2.078177852089191,0.0,0.070979116837135,-0.99747780174449,0.0,0
4,65852.32693211176,105951,101059516,330049801,11,138.85768445991417,885.8337882306531,0.0,-1.537259581773351,-0.152584389456411,0.0,-1.5571865083536531,-0.140818031925041,0.0,-0.99999838924935,-0.001794853393641,0.0,1
4,29849.597095528385,25233,10252332,68642219,13,909.4346633387928,859.8273612772897,0.0,11.221094170245417,10.656690826345612,0.0,0.052220774200099,0.049594929503739,0.0,0.731232125865502,0.682128710803334,0.0,1
4,44356.121477159904,57969,10579694,172356923,0,632.8850792031595,690.8399932990433,0.0,0.000317878693127,0.000317878693127,0.0,0.000148110185823,0.000148110185823,0.0,-0.951375532292664,-0.308033434150984,0.0,0
4,40874.80184461828,53013,390530134,160608560,17,917.4122728698176,456.1665624902488,0.0,1.7636113890797391,-5.219528964067795,0.0,0.8322747869498891,-2.46317830206136,0.0,0.247899099892356,-0.968785856767407,0.0,1
4,73475.05495123612,133719,101337197,434288101,0,1211.917102160888,983.9662125513076,0.0,13.0618896845424,2.346492337393471,0.0,-1.003347317942936,-0.17994753961579,0.0,0.989544477043741,0.14422804149065,0.0,0
4,25803.403151497943,11991,10119912,22633538,15,174.63934227743408,989.9810566434278,0.0,0.00021571700552,0.00021571700552,0.0,0.000136945670383,0.000136945670383,0.0,0.998835654000524,0.048242473996938,0.0,1
4,52069.94914521277,76035,10760355,232115911,10,1309.6596581437077,1011.6907525212928,0.0,7.159626783853731,11.277190582386654,0.0,0.111633041096135,0.175655368838047,0.0,0.6170638816523071,0.786913061246403,0.0,1
4,33420.902164248284,38391,10383913,120130786,1,148.0377955475971,251.41945635585708,0.0,-9.084786009607734,11.573870911629058,0.0,-0.191520766799936,0.244799972016757,0.0,-0.560289505502632,0.8282968489760261,0.0,1
4,69525.56338390196,121251,101212516,388969762,10,219.15960927298465,395.3962019953639,0.0,-1.139297168380645,6.926971306517351,0.0,-0.270405081542661,1.644358292244672,0.0,-0.006483830596301,0.999978979749473,0.0,1
4,65632.86297371075,105453,3206087240,326825177,17,281.20457444149247,50.24180729118219,0.0,0.099418819794936,-0.9594070009321012,0.0,0.260849490782839,-2.517034701205903,0.0,0.1018327112724,-0.9948015374510192,0.0,1
4,29772.42124335072,25155,10251552,67607746,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4,28698.905852616997,20889,10208892,52522547,0,141.080020458799,870.7768310388662,0.0,0.000243534271154,0.000243534271154,0.0,9.8008328825e-05,9.8008328825e-05,0.0,-0.004837803371364,0.999988297760798,0.0,0
4,41852.06011554482,54273,10542734,163515948,11,912.9873639713096,862.7520528584514,0.0,9.40642570256552,8.986761516240602,0.0,-0.578655556357219,-0.552833475247654,0.0,0.72842217818412,0.685128550222147,0.0,1
4,67651.24128237064,113649,101136496,358699537,0,866.6319988671754,534.1743303567689,0.0,-7.603575461153308,-11.467365057810625,0.0,0.232766723332563,0.350489358002375,0.0,-0.55577862423622,-0.831330331963229,0.0,0
4,67240.71800525533,111861,101118616,353426933,0,362.48781223984287,464.81079695004905,0.0,8.077037894109106,-9.293374966743848,0.0,-0.328587769386007,0.384954609975601,0.0,0.435757250249536,-0.9000642304052321,0.0,0
4,60030.25875429622,87633,10876336,258935218,6,714.5429278343659,536.4528063291359,0.0,-1.770344261175774,8.1212056621496,0.0,3.9527809075316833,0.744445851928304,0.0,-0.986313597178841,-0.164880223253533,0.0,1
4,69119.18184679747,119397,101193976,382064186,0,147.97441015130926,900.2593769500893,0.0,9.8161333523e-05,9.8161333523e-05,0.0,3.0560354182000005e-05,3.0560354182000005e-05,0.0,-0.033944993555466,-0.99942370264694,0.0,0
4,63431.10740228766,97563,10975636,293009690,0,188.05739727346855,539.90118235837,0.0,5.687914731e-06,5.687914731e-06,0.0,1.234850905e-06,1.234850905e-06,0.0,-0.064126556530444,0.9979417742271072,0.0,0
4,28458.343665546272,20223,10202232,49459275,0,866.3255449805157,537.892823066241,0.0,5.853787593945024,8.977463204348666,0.0,1.350490852182792,2.071116915765014,0.0,0.5588338034197651,0.8292796754746851,0.0,0
4,27306.7102192326,16671,10166712,36657967,14,646.4485398175693,1206.5602467685765,0.0,8.67712247647808,27.777057808813552,0.0,0.133641111788176,0.91967368086179,0.0,0.367680502453346,-0.314552201739335,0.0,1
4,62156.59408868384,93285,10932856,277023886,0,223.1039919734766,375.0169563149469,0.0,0.002599126544553,0.002599126544553,0.0,0.000486594343257,0.000486594343257,0.0,-0.119814937126935,0.9927962433658112,0.0,0
4,62026.38855465036,92847,10928476,275783362,0,838.8954163738782,852.7827486101145,0.0,-10.281153118482836,7.5598518356739905,0.0,-0.747534777132408,0.549555297293105,0.0,-0.7621819795583761,0.647362827196986,0.0,0
4,68691.12122099474,117765,101177656,374070938,0,1335.3920094605858,1047.439002072296,0.0,-7.803185768616384,-13.162459042406043,0.0,-0.03725965112272,-0.062980207107077,0.0,-0.5231652145388851,-0.852231282162584,0.0,0
4,30797.018252387406,28479,10284793,80384098,0,226.32711585813823,412.1104716971845,0.0,0.000214711530634,0.000214711530634,0.0,9.3583860267e-05,9.3583860267e-05,0.0,0.038633855492604,-0.9992534339244352,0.0,0
4,59665.20105417073,86775,10867755,255811302,5,888.5131379295008,505.6584926233723,0.0,3.982937365818824,24.167069071018123,0.0,1.56876812931687,-1.221384730862561,0.0,-0.783211138231365,0.6217558306524581,0.0,1
4,62947.401560833445,95919,10959196,285403964,0,289.43446952185303,794.5752095517629,0.0,15.795026063752324,3.372833336007003,0.0,0.7121354138067131,0.152063166587112,0.0,0.979049754668364,0.203621162661977,0.0,0
4,53849.63727657846,78615,10786155,238518041,14,184.95430261022503,231.46280397618528,0.0,21.530903910976548,29.339071504315577,0.0,1.100430851087693,0.47983337070818,0.0,-0.145255949140519,-0.029655023643998,0.0,1
4,35723.89929745463,44307,10443073,138360863,0,148.80356170972604,960.9770663342986,0.0,1.024365059240186,-13.813391501061195,0.0,-0.00577471208638,0.077945389714554,0.0,0.055899068352605,-0.9984364246947872,0.0,0
4,80589.23028470878,142347,101423478,450025017,0,163.46782274629848,705.9910669883901,0.0,-1.924682245215876,12.651308812690283,0.0,0.042587655034361,-0.279853228417727,0.0,-0.137397698650759,0.990515962721184,0.0,0
4,78680.59681395697,140151,101401517,446443049,11,931.185833460441,646.3846060033688,0.0,3.9296181515045694,1.100254763087871,0.0,-0.214789715925085,-2.502889578096871,0.0,-0.153571512245529,-0.9881375362906832,0.0,1
4,44757.63400433329,58887,10588874,174627287,0,213.9961284086513,385.2900257999056,0.0,-0.222274025958268,1.502165185523257,0.0,0.072931949986606,-0.491003405617335,0.0,-0.003345194243105,0.999994404822084,0.0,0
4,49723.518784347456,70629,10706294,213664174,0,633.0736745759929,693.883524047063,0.0,0.000327735796307,0.000327735796307,0.0,0.000189174926938,0.000189174926938,0.0,-0.9884916923987952,-0.151275160084414,0.0,0
4,35798.43368865689,44283,10442833,138748870,0,633.3843752341413,690.9396257608086,0.0,0.000284568063125,0.000284568063125,0.0,2.7160185960000004e-05,2.7160185960000004e-05,0.0,-0.995078511334147,-0.099089637606648,0.0,0
4,46830.29781401926,63273,550632734,187658711,17,536.5957683567736,255.8608797965151,0.0,32.246187402685834,6.577481269775748,0.0,1.7684973977247802,1.8703742361605031,0.0,-0.7029177259382341,-0.137008638798984,0.0,1
4,32640.46628920175,35553,10355533,108108070,15,1007.995473161466,121.40935897760218,0.0,30.03441279376084,7.631295596635216,0.0,0.034227560009225,1.217369931032425,0.0,-0.683811359063465,-0.316906394216926,0.0,1
4,27238.94198856736,16233,10162332,35976235,9,904.7573877691676,495.2728877118563,0.0,5.66509654030063,-10.620667919081136,0.0,-0.127374461748276,0.239661858724951,0.0,0.394473420244198,-0.918907351543583,0.0,1
4,63512.89665825153,98091,10980916,294491429,3,477.21012616877766,1027.1199924216028,0.0,12.565801788702869,4.015226115008012,0.0,0.7187767058174801,0.229827831636753,0.0,0.976801004738657,0.214149006865661,0.0,1
4,35406.17021206394,43581,10435813,136809110,0,536.9187716311806,886.544956272111,0.0,11.755352647336952,11.80041663020869,0.0,-0.390058670577462,-0.391554474327932,0.0,0.7075853815659721,0.7066278566502581,0.0,0
4,49238.24128760746,69723,10697234,210166057,0,308.07235189646394,603.1866759279701,0.0,6.043004705829322,-11.06279112167613,0.0,1.214875023318802,-2.222871332514089,0.0,0.447016376566502,-0.894525773290716,0.0,0
4,76654.4728004688,137943,101379437,442496473,0,354.5883044968085,801.0385530780997,0.0,-11.725373223758147,-3.700257038306801,0.0,0.326691491613999,0.103199105335409,0.0,-0.9842865661327692,-0.17657846904581,0.0,0
4,31510.07175111817,31005,10310053,90423540,0,1012.5856079457258,601.7620746950888,0.0,5.511657618383403,7.42413437904852,0.0,1.425469155386271,1.920119113516345,0.0,0.6718954652348751,0.740645990873379,0.0,0
4,59136.64397810446,85545,10855455,252973408,0,266.1044954154776,221.0391443164121,0.0,0.00153908896033,0.00153908896033,0.0,0.000513060799752,0.000513060799752,0.0,-0.9679515624749392,0.251136960048343,0.0,0
4,68374.85722134146,116133,101161336,369140869,6,138.2762424493538,886.6216729774684,0.0,0.7939640262312421,9.187931335521284,0.0,1.637939925782662,0.156846047802793,0.0,-0.99830730381562,-0.058159497490836,0.0,1
4,30975.96137770056,29427,10294273,83292049,0,1315.9701026340467,1010.4572785264698,0.0,-8.02073401510939,-12.638179252901136,0.0,-0.269267471265087,-0.424625204774904,0.0,-0.620766432457309,-0.783995558874043,0.0,0
4,15930.771159786498,1419,1014191,1346714,0,1007.3110098012232,926.655876212812,0.0,-13.546629477003664,-3.385684357298244,0.0,-0.344982235566273,-0.086254636266975,0.0,-0.992201346662578,-0.124645447895079,0.0,0
4,31786.33692769916,32433,10324333,94757905,5,210.7166382352813,502.5604660535747,0.0,20.72307105246917,4.525273399093215,0.0,-0.019346849451609,0.136011209878785,0.0,0.019550840535529,-0.9998088640507012,0.0,1
4,47421.85366704269,65013,10650134,193453097,10,832.2369954144837,874.1461460399586,0.0,26.964031195373007,25.379076906168155,0.0,1.697711806585219,1.541462609706625,0.0,0.273283391929628,-0.256339019453372,0.0,1
4,60336.65000404022,88425,10884256,261184669,0,131.39856265877827,892.6026710703673,0.0,8.090370207000001e-06,8.090370207000001e-06,0.0,5.764190546000001e-06,5.764190546000001e-06,0.0,0.999032252261322,0.043983621288719,0.0,0
4,31217.123890423216,30231,10302313,86302916,15,1197.5965842412809,982.1545843656204,0.0,-0.6699038106383031,-0.123640354134961,0.0,-0.657936173309361,-0.117919266058979,0.0,0.989333654271616,0.145667156646819,0.0,1
4,4262.198788714828,381,103814,354699,0,978.9688536263712,843.0879690417354,0.0,3.510947612206817,-4.583465113337799,0.0,-2.26721532722591,2.968004620215186,0.0,0.421284562907894,-0.9069285071357632,0.0,0
4,74634.5046963552,135333,101353337,437715816,3,1117.8988486920086,1065.934873751957,0.0,12.133324300960323,-11.97241007422864,0.0,0.31365493793799,-0.30876457376495,0.0,0.693798772910661,-0.720168912622352,0.0,1
4,72866.70174788519,132039,101320397,430706581,0,1219.323194799366,985.4995569861331,0.0,14.851646068370094,2.667399408657562,0.0,-0.381665280610207,-0.068304853172242,0.0,0.993839097411582,0.110832524360546,0.0,0
4,45866.107232857496,61359,10613594,182072373,0,926.7659573825708,660.705949115707,0.0,4.0848690367605744,-4.146810603452179,0.0,-1.350967945315428,1.372247985405846,0.0,0.594742602621777,-0.803916187563526,0.0,0
4,71183.53450088296,127251,101272517,412346936,14,15.001874865356472,1180.3991930832935,0.0,8.376045626248045,7.054152417540766,0.0,0.8563568255318391,1.059262611389455,0.0,-0.007569119699977,-0.524633509079745,0.0,1
4,17282.142286425224,1755,1017551,1700963,6,282.28458217242195,53.22827853582746,0.0,7.347577429332342,4.406946019589905,0.0,0.157234643709445,-1.459890432310151,0.0,-0.017104285876683,-0.999853711002088,0.0,1
4,26964.439975835383,15159,10151592,32869440,0,313.05015061232547,635.3231875534224,0.0,-5.73577500916711,-4.914668550562534,0.0,2.059267461048541,1.76465044223666,0.0,-0.8843642273397461,-0.466797507921554,0.0,0
4,64584.31556728552,102207,101022076,311921688,0,221.2850496473753,340.61004354785234,0.0,-2.110614964685898,14.028825074461064,0.0,0.094472323661049,-0.622402064729865,0.0,-0.07383560423145,0.997270426488109,0.0,0
4,27039.92495175451,15615,10156152,33698542,10,1169.2487158112428,596.5673098459805,0.0,16.509496249627773,4.9060409236570255,0.0,1.120334244061386,1.11765341493223,0.0,-0.9489021427265032,-0.477307837363613,0.0,1
4,29553.20978122484,24141,10241412,64510812,0,201.8738141830836,566.4476518805549,0.0,0.745822759702733,-5.184608420755848,0.0,-0.525796645422674,3.655153767164757,0.0,0.053057972466248,-0.998591433749444,0.0,0
4,61373.43830469344,91095,10910956,269537620,9,241.55531858786696,250.16493511836669,0.0,-1.699768532389352,11.307803939493173,0.0,-0.023821085686093,0.159215226394356,0.0,-0.135825183326712,0.9907328194696412,0.0,1
4,67567.03198607988,113343,101133436,357851331,0,890.070793402414,508.9331702877429,0.0,5.069242649727504,-3.367151080575386,0.0,-1.873678963238001,1.246052711559297,0.0,0.7977365476207191,-0.603006136444875,0.0,0
4,25069.75540234405,10191,10101912,18100335,11,220.39693416570995,383.6128868396447,0.0,6.126103439709612,10.807941751969096,0.0,0.349137793295218,-2.348814107172662,0.0,-0.125202718108186,0.9921311805292292,0.0,1
4,21013.59253917728,3873,1038732,4785929,12,577.344102787087,334.0935701252617,0.0,11.5288321505269,3.938101446070773,0.0,-0.316932005817293,-0.108018230191537,0.0,0.960592703743846,0.277959812768118,0.0,1
4,70942.37484263862,126375,101263757,409675803,15,1356.637223754372,1096.359725212433,0.0,6.318244418796782,11.512971712817196,0.0,0.052751736148384,0.094589076848072,0.0,0.517810685881233,0.85549523294242,0.0,1
4,44428.27583900397,57963,10579634,172695161,0,249.41536789550327,404.63117682434194,0.0,9.87897518e-06,9.87897518e-06,0.0,4.109901236e-06,4.109901236e-06,0.0,-0.814083408638508,-0.580747969242689,0.0,0
4,49796.074055589736,71073,10710734,214766508,1,404.50762149656913,519.8270720040978,0.0,-2.586115387601062,14.29675927484375,0.0,-0.273718065563339,1.513181342983046,0.0,-0.15798969945648,0.987440760180402,0.0,1
